locus_tag,gene_name,old_locus_tag,start,end,strand,gene_product,COG,uniprot
ABUW_0583,ABUW_0583,,577406,579220,+,phage-related terminase,Function unknown,
ABUW_0584,ABUW_0584,,579220,580218,+,phage-related portal protein,Function unknown,
ABUW_0585,ABUW_0585,,581551,582819,+,two-component system histidine kinase sensor component,Signal transduction mechanisms,
ABUW_0586,glnE,,582888,585638,+,glutamate-ammonia-ligase adenylyltransferase,Coenzyme transport and metabolism,
ABUW_0587,ilvE,,585663,586589,+,branched-chain amino acid aminotransferase,Amino acid transport and metabolism,
ABUW_0588,ABUW_0588,,586657,587547,+,hypothetical protein,Cell wall/membrane/envelope biogenesis,
ABUW_0589,ABUW_0589,,587570,588598,+,hypothetical protein,Function unknown,
ABUW_0590,ABUW_0590,,588595,589350,+,putative polysaccharide deacetylase,Carbohydrate transport and metabolism,
ABUW_0591,ABUW_0591,,589347,590111,+,glycosyltransferase,Cell wall/membrane/envelope biogenesis,
ABUW_0592,ABUW_0592,,590123,591157,+,glycosyltransferase,Cell wall/membrane/envelope biogenesis,
ABUW_0593,ABUW_0593,,591154,592047,-,hypothetical protein,"Translation, ribosomal structure and biogenesis",
ABUW_0594,ABUW_0594,,592066,592881,-,LPS glycosyltransferase subfamily,Cell wall/membrane/envelope biogenesis,
ABUW_0595,ABUW_0595,,593061,594188,+,UDP-N-acetylglucosamine 2-epimerase,Cell wall/membrane/envelope biogenesis,
ABUW_0596,ABUW_0596,,594190,594963,-,hypothetical protein,Cell wall/membrane/envelope biogenesis,
ABUW_0597,ABUW_0597,,595024,595239,-,hypothetical protein,No COG annotation,
ABUW_0598,aspS,,595379,597157,-,aspartyl-tRNA synthetase,"Translation, ribosomal structure and biogenesis",
ABUW_0599,ABUW_0599,,597328,598092,-,hypothetical protein,Function unknown,
ABUW_0600,ABUW_0600,,598228,600303,+,TonB-dependent receptor,Inorganic ion transport and metabolism,
ABUW_0601,ABUW_0601,,600379,601842,+,phospholipase D,Lipid transport and metabolism,
ABUW_0602,ABUW_0602,,602037,602483,-,hypothetical protein,No COG annotation,
ABUW_0603,ABUW_0603,,602648,603031,+,hypothetical protein,Function unknown,
ABUW_0604,ABUW_0604,,603069,603551,-,phosphate-starvation-inducible E,Function unknown,
ABUW_0605,acdA,,603670,605451,-,acyl-CoA dehydrogenase,Lipid transport and metabolism,
ABUW_0606,acdB1,,605619,607421,-,acyl-CoA dehydrogenase,Lipid transport and metabolism,
ABUW_0607,ABUW_0607,,607711,608091,-,hypothetical protein,No COG annotation,
ABUW_0608,baeS,,608325,609881,+,two component signal transduction system kinase sensor component,Signal transduction mechanisms,
ABUW_0609,baeR,,609901,610587,+,two component signal transduction system response regulator,Transcription,
ABUW_0610,ABUW_0610,,610651,612093,-,hypothetical protein,Function unknown,
ABUW_0611,ABUW_0611,,612207,613379,-,stearoyl-CoA 9-desaturase,Lipid transport and metabolism,
ABUW_0612,ABUW_0612,,613588,614118,+,hypothetical protein,"Post-translational modification, protein turnover,and chaperones",
ABUW_0613,ABUW_0613,,614147,614860,-,glycerophosphoryl diester phosphodiesterase,Energy production and conversion,
ABUW_0614,ABUW_0614,,614933,615511,-,cobalamin adenosyltransferase,Function unknown,
ABUW_0615,ABUW_0615,,615607,617481,-,vitamin B12 receptor,Inorganic ion transport and metabolism,
ABUW_0616,trpF,,617839,618498,+,phosphoribosylanthranilate isomerase,Amino acid transport and metabolism,
ABUW_0617,trpB1,,618482,619711,+,tryptophan synthase%2C beta subunit,Amino acid transport and metabolism,
ABUW_0618,ABUW_0618,,619721,620233,+,hypothetical protein,Function unknown,
ABUW_0619,ABUW_0619,,620271,621266,+,hypothetical protein,Function unknown,
ABUW_0620,ABUW_0620,,621275,622150,-,hypothetical protein,Function unknown,
ABUW_0621,ABUW_0621,,622271,623320,+,transcriptional regulator%2C AraC family,Transcription,
ABUW_0622,trpA,,623565,624368,+,tryptophan synthase%2C alpha subunit,Amino acid transport and metabolism,
ABUW_0623,accD,,624365,625261,+,acetyl-CoA carboxylase%2C carboxyl transferase%2C beta subunit,Lipid transport and metabolism,
ABUW_0624,folC,,625258,626544,+,folylpolyglutamate synthetase/dihydrofolate synthase,Coenzyme transport and metabolism,
ABUW_0625,ABUW_0625,,626535,627605,+,hypothetical protein,Cell wall/membrane/envelope biogenesis,
ABUW_0626,ABUW_0626,,627624,628202,-,protein tyrosine/serine phosphatase,Signal transduction mechanisms,
ABUW_0627,ABUW_0627,,628199,629101,-,metallo-beta-lactamase superfamily protein,Function unknown,
ABUW_0628,ABUW_0628,,629273,629914,-,peroxidase,"Post-translational modification, protein turnover,and chaperones",
ABUW_0629,secA,,630322,633045,+,preprotein translocase%2C SecA subunit,"Intracellular trafficking, secretion, and vesicular transport",
ABUW_0630,ABUW_0630,,633178,633621,+,hypothetical protein,No COG annotation,
ABUW_0631,ABUW_0631,,633688,634998,-,metabolite transport protein,Amino acid transport and metabolism,
ABUW_0632,ABUW_0632,,635133,635762,-,hemolysin-3,Function unknown,
ABUW_0633,ABUW_0633,,635874,637112,+,putative methyltransferase,"Translation, ribosomal structure and biogenesis",
ABUW_0634,ABUW_0634,,637125,637544,+,acetyltransferase%2C gnat family,Function unknown,
ABUW_0635,ABUW_0635,,637574,638434,-,phospholipase%2C patatin family,Function unknown,
ABUW_0636,ABUW_0636,,638450,638704,-,hypothetical protein,No COG annotation,
ABUW_0637,ABUW_0637,,638869,641004,-,3-hydroxyacyl-CoA dehydrogenase,Lipid transport and metabolism,
ABUW_0638,ABUW_0638,,641025,642230,-,acetyl-CoA acetyltransferase,Lipid transport and metabolism,
ABUW_0639,ABUW_0639,,642400,643410,-,transcriptional regulator%2C AraC family,Transcription,
ABUW_0640,ABUW_0640,,643621,644739,+,alpha-methylacyl-CoA racemase,Energy production and conversion,
ABUW_0641,ABUW_0641,,644875,646128,+,porin B,Cell wall/membrane/envelope biogenesis,
ABUW_0642,gcd,,646302,648707,+,glucose dehydrogenase,Carbohydrate transport and metabolism,
ABUW_0643,cysI,,648874,650517,+,sulfite reductase,Energy production and conversion,
ABUW_0644,ABUW_0644,,650510,650995,+,hypothetical protein,Function unknown,
ABUW_0645,ABUW_0645,,651078,651431,+,quaternary ammonium compound-resistance protein,"Intracellular trafficking, secretion, and vesicular transport",
ABUW_0646,ABUW_0646,,651474,651917,-,hypothetical protein,Function unknown,
ABUW_0647,ABUW_0647,,652044,653219,-,acetyl-CoA acetyltransferase,Lipid transport and metabolism,
ABUW_0648,ABUW_0648,,653328,653843,-,type 4 fimbrial biogenesis protein FimT,Cell motility,
ABUW_0649,ABUW_0649,,654223,655284,+,outer membrane protein A,Cell wall/membrane/envelope biogenesis,
ABUW_0650,ABUW_0650,,655407,655565,-,hypothetical protein,No COG annotation,
ABUW_0651,ABUW_0651,,655569,656774,-,hypothetical protein,Function unknown,
ABUW_0652,lysP,,657052,658512,-,amino-acid transport protein,Amino acid transport and metabolism,
ABUW_0653,rsmC,,658534,659547,-,ribosomal RNA small subunit methyltransferase C,"Translation, ribosomal structure and biogenesis",
ABUW_0654,ABUW_0654,,659610,660968,-,uracil-xanthine permease,Nucleotide transport and metabolism,
ABUW_0655,typA,,661147,662982,+,GTP-binding protein TypA/BipA,Signal transduction mechanisms,
ABUW_0656,mscL,,663238,663669,+,large conductance mechanosensitive channel protein,Cell wall/membrane/envelope biogenesis,
ABUW_0657,ABUW_0657,,663812,664165,+,hypothetical protein,Function unknown,
ABUW_0658,ppiC,,664176,664466,-,peptidyl-prolyl cis-trans isomerase,Carbohydrate transport and metabolism,
ABUW_0659,mutM,,664486,665310,-,formamidopyrimidine-DNA glycosylase,"Replication, recombination and repair",
ABUW_0660,ABUW_0660,,665386,665952,+,DNA-3-methyladenine glycosylase,"Replication, recombination and repair",
ABUW_0661,ABUW_0661,,666085,668289,+,TonB-dependent receptor,Inorganic ion transport and metabolism,
ABUW_0662,ABUW_0662,,668299,669405,+,NADPH dehydrogenase,Energy production and conversion,
ABUW_0663,ABUW_0663,,669471,670394,+,auxin efflux Carrier,Function unknown,
ABUW_0664,ABUW_0664,,670429,671253,-,hypothetical protein,Function unknown,
ABUW_0665,ABUW_0665,,671436,672146,-,thiol:disulfide interchange protein DsbC,"Post-translational modification, protein turnover,and chaperones",
ABUW_0666,ABUW_0666,,672292,673014,-,hypothetical protein,Function unknown,
ABUW_0667,ABUW_0667,,673231,673680,+,activator of HSP90 ATPase,Function unknown,
ABUW_0668,ABUW_0668,,673824,674180,+,hypothetical protein,Function unknown,
ABUW_0669,phnA,,674271,674615,+,alkylphosphonate utilization operon protein PhnA,Inorganic ion transport and metabolism,
ABUW_0671,ABUW_0671,,674650,675084,-,transposase,"Replication, recombination and repair",
ABUW_0672,ABUW_0672,,675171,675740,-,transposase inhibitor,"Replication, recombination and repair",
ABUW_0673,ABUW_0673,,676016,676357,+,hypothetical protein,Function unknown,
ABUW_0674,proS,,676410,678125,-,prolyl-tRNA synthetase,"Translation, ribosomal structure and biogenesis",
ABUW_0675,nolG,,678184,681282,-,multidrug efflux protein,Defense mechanisms,
ABUW_0676,nolF,,681298,682416,-,multidrug efflux protein,Cell wall/membrane/envelope biogenesis,
ABUW_0677,ABUW_0677,,682476,683114,-,hypothetical protein,Function unknown,
ABUW_0678,pilG,,683397,683780,+,type IV pilus response regulator receiver protein PilG,Transcription,
ABUW_0679,pilH,,683804,684166,+,type IV pilus response regulator protein PilH,Transcription,
ABUW_0680,pilI,,684227,684763,+,type IV pilus signal transduction protein PilI,Cell motility,
ABUW_0681,pilJ,,684810,686888,+,type IV pilus methyl-accepting chemotaxis sensory transducer PilJ,Cell motility,
ABUW_0682,pilL,,687035,691555,+,type IV pilus hybrid sensor kinase/response regulator PilL,Signal transduction mechanisms,
ABUW_0683,ABUW_0683,,691552,692016,+,hypothetical protein,No COG annotation,
ABUW_0684,ABUW_0684,,692272,693663,+,coproporphyrinogen III oxidase,Coenzyme transport and metabolism,
ABUW_0685,ABUW_0685,,693671,694552,+,alpha/beta hydrolase fold protein,Lipid transport and metabolism,
ABUW_0686,dapE,,694690,695823,-,succinyl-diaminopimelate desuccinylase,Amino acid transport and metabolism,
ABUW_0687,ecnB,,695949,696089,-,entericidin EcnAB,Function unknown,
ABUW_0688,ABUW_0688,,696191,697099,-,hypothetical protein,Function unknown,
ABUW_0689,ABUW_0689,,697204,697572,+,hypothetical protein,Function unknown,
ABUW_0690,ABUW_0690,,697723,698226,+,ErfK/YbiS/YcfS/YnhG family protein,Function unknown,
ABUW_0697,ABUW_0697,,699303,700088,-,hypothetical protein,Function unknown,
ABUW_0698,ABUW_0698,,700215,702761,-,flavodoxin/nitric oxide synthase,Inorganic ion transport and metabolism,
ABUW_0699,ABUW_0699,,702919,703494,-,hypothetical protein,Function unknown,
ABUW_0700,ABUW_0700,,703595,705673,-,hypothetical protein,Function unknown,
ABUW_0701,ABUW_0701,,705897,707111,+,drug resistance transporter%2C Bcr/CflA subfamily,Amino acid transport and metabolism,
ABUW_0702,ABUW_0702,,707139,707843,-,nitroreductase,Energy production and conversion,
ABUW_0703,ABUW_0703,,708354,708557,+,hypothetical protein,No COG annotation,
ABUW_0704,agcS,,708980,710455,+,amino acid transport protein,Amino acid transport and metabolism,
ABUW_0705,ABUW_0705,,710624,711595,+,phospholipase%2C patatin family,Function unknown,
ABUW_0706,ilvA2,,711793,713028,+,threonine dehydratase,Amino acid transport and metabolism,
ABUW_0707,ABUW_0707,,713265,714461,+,microcin B17 transport protein,Lipid transport and metabolism,
ABUW_0708,ABUW_0708,,714500,715249,-,hypothetical protein,Function unknown,
ABUW_0709,ABUW_0709,,715374,716441,+,hypothetical protein,Function unknown,
ABUW_0710,ABUW_0710,,716525,717043,+,hypothetical protein,No COG annotation,
ABUW_0711,ABUW_0711,,717122,717700,-,intracellular protease%2C PfpI family,Function unknown,
ABUW_0712,gatB,,717870,719339,-,glutamyl-tRNA(Gln) amidotransferase%2C B subunit,"Translation, ribosomal structure and biogenesis",
ABUW_0713,gatA,,719339,720817,-,glutamyl-tRNA(Gln) amidotransferase%2C A subunit,"Translation, ribosomal structure and biogenesis",
ABUW_0714,gatC,,720871,721185,-,glutamyl-tRNA(Gln) amidotransferase%2C C subunit,Coenzyme transport and metabolism,
ABUW_0715,mreB,,721319,722359,+,rod shape-determining protein MreB,"Cell cycle control, cell division, chromosome partitioning",
ABUW_0716,mreC,,722376,723233,+,rod shape-determining protein MreC,Cell wall/membrane/envelope biogenesis,
ABUW_0717,mreD,,723220,723711,+,rod shape-determining protein MreD,Cell wall/membrane/envelope biogenesis,
ABUW_0718,maf1,,723699,724259,+,septum formation protein Maf,"Cell cycle control, cell division, chromosome partitioning",
ABUW_0719,cafA,,724373,725827,+,ribonuclease G,"Translation, ribosomal structure and biogenesis",
ABUW_0720,ABUW_0720,,725967,726140,+,hypothetical protein,No COG annotation,
ABUW_0721,wax-dgaT,,726170,727555,-,bifunctional protein wax ester synthase/acyl-CoA diacylglycerol acyltransferase,"Secondary metabolites biosynthesis, transport, and catabolism",
ABUW_0722,cysH,,727726,728460,-,phosphoadenosine phosphosulfate reductase,Amino acid transport and metabolism,
ABUW_0723,thrH,,728645,729262,+,phosphoserine phosphatase/homoserine phosphotransferase bifunctional protein,Amino acid transport and metabolism,
ABUW_0724,ABUW_0724,,729330,730760,-,membrane protein involved in aromatic hydrocarbon degradation,Lipid transport and metabolism,
ABUW_0725,ABUW_0725,,731359,732057,-,NAD(P)H dehydrogenase%2C quinone family,Function unknown,
ABUW_0726,ABUW_0726,,732221,733255,+,putative transcriptional regulator (AraC family),Transcription,
ABUW_0727,ABUW_0727,,733298,734290,-,fatty acid desaturase,Lipid transport and metabolism,
ABUW_0728,ABUW_0728,,734397,735197,-,hypothetical protein,Transcription,
ABUW_0729,uppP,,735553,736371,+,undecaprenyl-diphosphatase UppP,Defense mechanisms,
ABUW_0730,ABUW_0730,,736530,737423,+,transcriptional regulator%2C AraC family,Transcription,
ABUW_0731,ABUW_0731,,737470,738468,+,NADPH:quinone oxidoreductase,Energy production and conversion,
ABUW_0732,hchA,,738671,739546,+,chaperone protein,Function unknown,
ABUW_0733,ABUW_0733,,739688,739888,-,hypothetical protein,No COG annotation,
ABUW_0734,ABUW_0734,,739888,740112,-,hypothetical protein,No COG annotation,
ABUW_0735,ABUW_0735,,740109,740321,-,hypothetical protein,No COG annotation,
ABUW_0736,ABUW_0736,,740318,740527,-,hypothetical protein,No COG annotation,
ABUW_0737,ABUW_0737,,740524,741132,-,hypothetical protein,No COG annotation,
ABUW_0738,ABUW_0738,,741129,741788,-,hypothetical protein,No COG annotation,
ABUW_0739,ABUW_0739,,741785,742723,-,hypothetical protein,No COG annotation,
ABUW_0740,ABUW_0740,,742733,742960,-,hypothetical protein,No COG annotation,
ABUW_0741,ABUW_0741,,742953,743345,-,hypothetical protein,No COG annotation,
ABUW_0742,ABUW_0742,,743342,744103,-,hypothetical protein,No COG annotation,
ABUW_0743,ABUW_0743,,744096,744323,-,hypothetical protein,No COG annotation,
ABUW_0744,ABUW_0744,,744323,744514,-,hypothetical protein,No COG annotation,
ABUW_0745,ABUW_0745,,744709,746991,-,hypothetical protein,Defense mechanisms,
ABUW_0746,ABUW_0746,,747109,747324,-,hypothetical protein,No COG annotation,
ABUW_0747,ABUW_0747,,747339,748121,-,putative transcriptional regulator%2C Cro/CI family,Transcription,
ABUW_0748,ABUW_0748,,748249,748425,+,hypothetical protein,No COG annotation,
ABUW_0749,ABUW_0749,,748422,748688,+,hypothetical protein,No COG annotation,
ABUW_0750,ABUW_0750,,748784,748951,+,hypothetical protein,No COG annotation,
ABUW_0751,ABUW_0751,,748948,749841,+,hypothetical protein,"Replication, recombination and repair",
ABUW_0752,ABUW_0752,,749841,751166,+,replicative DNA helicase,"Replication, recombination and repair",
ABUW_0753,ABUW_0753,,751163,751414,+,hypothetical protein,No COG annotation,
ABUW_0754,ABUW_0754,,751411,751587,+,hypothetical protein,No COG annotation,
ABUW_0755,ABUW_0755,,751584,752240,+,hypothetical protein,"Replication, recombination and repair",
ABUW_0756,ABUW_0756,,752237,752602,+,hypothetical protein,No COG annotation,
ABUW_0757,ABUW_0757,,752595,752774,+,hypothetical protein,No COG annotation,
ABUW_0758,ABUW_0758,,752771,753025,+,hypothetical protein,No COG annotation,
ABUW_0759,ABUW_0759,,753018,753365,+,hypothetical protein,No COG annotation,
ABUW_0760,ABUW_0760,,753436,753993,+,hypothetical protein,No COG annotation,
ABUW_0761,ABUW_0761,,753990,754415,+,hypothetical protein,Function unknown,
ABUW_0762,ABUW_0762,,754425,755099,+,hypothetical protein,Signal transduction mechanisms,
ABUW_0763,ABUW_0763,,755110,755379,+,hypothetical protein,No COG annotation,
ABUW_0764,ABUW_0764,,755390,755926,+,hypothetical protein,No COG annotation,
ABUW_0766,ABUW_0766,,756460,756633,+,hypothetical protein,No COG annotation,
ABUW_0767,ABUW_0767,,756626,756901,+,hypothetical protein,No COG annotation,
ABUW_0768,ABUW_0768,,756901,757086,+,hypothetical protein,No COG annotation,
ABUW_0769,ABUW_0769,,757183,758253,+,hypothetical protein,Function unknown,
ABUW_0770,ABUW_0770,,758311,758793,+,hypothetical protein,No COG annotation,
ABUW_0771,ABUW_0771,,758850,759053,+,hypothetical protein,No COG annotation,
ABUW_0772,ABUW_0772,,759095,759562,+,hypothetical protein,Function unknown,
ABUW_0773,ABUW_0773,,759531,760172,+,hypothetical protein,No COG annotation,
ABUW_0774,ABUW_0774,,760231,760746,+,hypothetical protein,Function unknown,
ABUW_0776,ABUW_0776,,762038,763378,+,hypothetical protein,Function unknown,
ABUW_0777,ABUW_0777,,763388,764494,+,phage head morphogenesis protein,Function unknown,
ABUW_0778,ABUW_0778,,764491,764721,+,hypothetical protein,No COG annotation,
ABUW_0779,ABUW_0779,,764737,764889,+,hypothetical protein,No COG annotation,
ABUW_0780,ABUW_0780,,764941,765255,+,hypothetical protein,Function unknown,
ABUW_0781,ABUW_0781,,765364,766119,+,hypothetical protein,No COG annotation,
ABUW_0782,ABUW_0782,,766133,767083,+,prophage LambdaCh01%2C coat protein,No COG annotation,
ABUW_0783,ABUW_0783,,767128,767484,+,hypothetical protein,No COG annotation,
ABUW_0784,ABUW_0784,,767488,767868,+,hypothetical protein,No COG annotation,
ABUW_0785,ABUW_0785,,767868,768236,+,hypothetical protein,No COG annotation,
ABUW_0786,ABUW_0786,,768298,768828,+,hypothetical protein,No COG annotation,
ABUW_0787,ABUW_0787,,769240,769638,+,hypothetical protein,No COG annotation,
ABUW_0788,ABUW_0788,,769640,769858,+,hypothetical protein,No COG annotation,
ABUW_0789,ABUW_0789,,769954,770304,+,hypothetical protein,No COG annotation,
ABUW_0790,ABUW_0790,,770304,771401,+,putative tail fiber,No COG annotation,
ABUW_0791,ABUW_0791,,771497,772414,+,hypothetical protein,Cell motility,
ABUW_0792,ABUW_0792,,772484,772999,+,hypothetical protein,No COG annotation,
ABUW_0793,ABUW_0793,,773502,773801,+,hypothetical protein,Function unknown,
ABUW_0794,ABUW_0794,,773810,774268,+,helix-turn-helix domain protein,Transcription,
ABUW_0795,ABUW_0795,,774374,774550,+,hypothetical protein,No COG annotation,
ABUW_0796,ABUW_0796,,774559,774882,+,hypothetical protein,Function unknown,
ABUW_0797,ABUW_0797,,774915,775298,+,lipoprotein%2C putative,No COG annotation,
ABUW_0798,ABUW_0798,,775360,776103,+,hypothetical protein,No COG annotation,
ABUW_0799,ABUW_0799,,776117,776428,-,Arc domain protein DNA binding domain protein,Function unknown,
ABUW_0800,ABUW_0800,,776544,776714,+,hypothetical protein,No COG annotation,
ABUW_0801,ABUW_0801,,776711,777712,+,hypothetical protein,Function unknown,
ABUW_0802,ABUW_0802,,777872,777991,+,hypothetical protein,No COG annotation,
ABUW_0803,ABUW_0803,,778043,778390,+,hypothetical protein,No COG annotation,
ABUW_0804,ABUW_0804,,778451,783346,+,tail tape measure protein,Function unknown,
ABUW_0805,ABUW_0805,,783396,783794,+,hypothetical protein,No COG annotation,
ABUW_0806,ABUW_0806,,783794,784300,+,bacteriophage D3 - Orf22,Function unknown,
ABUW_0807,ABUW_0807,,784297,784659,+,hypothetical protein,No COG annotation,
ABUW_0808,ABUW_0808,,784652,788098,+,hypothetical protein,No COG annotation,
ABUW_0809,ABUW_0809,,788167,788556,+,hypothetical protein,No COG annotation,
ABUW_0810,ABUW_0810,,788559,789101,+,hypothetical protein,Function unknown,
ABUW_0811,ABUW_0811,,789307,789573,-,hypothetical protein,No COG annotation,
ABUW_0812,ABUW_0812,,789693,790199,-,hypothetical protein,No COG annotation,
ABUW_0813,ABUW_0813,,790240,790644,-,hypothetical protein,No COG annotation,
ABUW_0814,ABUW_0814,,790782,790979,+,hypothetical protein,No COG annotation,
ABUW_0815,ABUW_0815,,790972,792216,-,site-specific recombinase%2C phage integrase family,"Replication, recombination and repair",
ABUW_0817,aroP2,,792535,793890,-,aromatic amino acid transport protein,Amino acid transport and metabolism,
ABUW_0818,prpF,,794270,795457,+,AcnD-accessory protein PrpF,Function unknown,
ABUW_0819,ispA,,795616,796527,+,polyprenyl synthetase,Coenzyme transport and metabolism,
ABUW_0820,ABUW_0820,,796587,796955,+,hypothetical protein,Function unknown,
ABUW_0821,ABUW_0821,,797022,797876,-,band 7 protein,"Post-translational modification, protein turnover,and chaperones",
ABUW_0822,ABUW_0822,,797905,798366,-,hypothetical protein,"Post-translational modification, protein turnover,and chaperones",
ABUW_0823,ABUW_0823,,798472,799389,-,hypothetical protein,Function unknown,
ABUW_0824,ABUW_0824,,799457,800083,-,phospholipid/glycerol acyltransferase,Lipid transport and metabolism,
ABUW_0825,ABUW_0825,,800211,801458,+,major facilitator superfamily MFS_1,Amino acid transport and metabolism,
ABUW_0826,ABUW_0826,,802004,803308,+,hypothetical protein,Cell wall/membrane/envelope biogenesis,
ABUW_0827,pmrC,,803537,805138,+,lipid A phosphoethanolamine transferase,Function unknown,
ABUW_0828,qseB,,805153,805827,+,two-component system DNA-binding response regulator,Transcription,
ABUW_0829,qseC,,805853,807187,+,two-component system sensor kinase,Signal transduction mechanisms,
ABUW_0830,ABUW_0830,,807188,807787,-,hypothetical protein,Function unknown,
ABUW_0831,ABUW_0831,,808039,809226,-,ammonium transporter,Inorganic ion transport and metabolism,
ABUW_0832,ABUW_0832,,809529,810413,-,transcriptional regulator%2C LysR family,Transcription,
ABUW_0833,ABUW_0833,,810530,811435,+,hypothetical protein,Function unknown,
ABUW_0834,ABUW_0834,,811563,812579,+,DnaJ domain protein,"Post-translational modification, protein turnover,and chaperones",
ABUW_0835,ABUW_0835,,812711,813397,+,hypothetical protein,Function unknown,
ABUW_0836,valS,,813464,816343,-,valyl-tRNA synthetase,"Translation, ribosomal structure and biogenesis",
ABUW_0837,ABUW_0837,,816540,817217,+,hypothetical protein,No COG annotation,
ABUW_0838,ABUW_0838,,817243,818049,+,short-chain dehydrogenase/reductase,Function unknown,
ABUW_0839,ABUW_0839,,818104,818538,+,hypothetical protein,Function unknown,
ABUW_0840,ABUW_0840,,818535,818969,-,hypothetical protein,Function unknown,
ABUW_0841,ABUW_0841,,818977,819327,-,hypothetical protein,Function unknown,
ABUW_0842,adeK,,819437,820891,-,multidrug efflux protein AdeK,Cell wall/membrane/envelope biogenesis,
ABUW_0843,adeJ,,820891,824067,-,multidrug efflux protein AdeJ,Defense mechanisms,
ABUW_0844,adeI,,824080,825330,-,multidrug efflux protein AdeI,Cell wall/membrane/envelope biogenesis,
ABUW_0845,ABUW_0845,,825355,825981,-,hypothetical protein,Lipid transport and metabolism,
ABUW_0846,ABUW_0846,,826166,828226,-,site-specific recombinase,"Replication, recombination and repair",
ABUW_0847,ispB,,828241,829218,-,trans-hexaprenyltranstransferase,Coenzyme transport and metabolism,
ABUW_0848,rplU,,829662,829973,+,ribosomal protein L21,"Translation, ribosomal structure and biogenesis",
ABUW_0849,rpmA,,829992,830249,+,ribosomal protein L27,"Translation, ribosomal structure and biogenesis",
ABUW_0850,lolA,,830490,831185,+,outer membrane lipoprotein carrier protein LolA,Cell wall/membrane/envelope biogenesis,
ABUW_0851,ABUW_0851,,831313,832101,+,hypothetical protein,Function unknown,
ABUW_0852,serS,,832220,833491,+,seryl-tRNA synthetase,"Translation, ribosomal structure and biogenesis",
ABUW_0853,cobA,,833559,834932,+,uroporphyrin-III C-methyltransferase,Coenzyme transport and metabolism,
ABUW_0854,ABUW_0854,,835009,835482,+,RNA methyltransferase%2C TrmH family,"Translation, ribosomal structure and biogenesis",
ABUW_0855,ABUW_0855,,835532,835912,-,transcriptional regulator%2C PadR family,Transcription,
ABUW_0856,ABUW_0856,,836029,836589,+,hypothetical protein,Function unknown,
ABUW_0857,ABUW_0857,,836629,838014,-,putrescine importer,Amino acid transport and metabolism,
ABUW_0858,ABUW_0858,,838280,839464,-,alcohol dehydrogenase%2C class IV,Energy production and conversion,
ABUW_0859,ABUW_0859,,839466,839915,-,hypothetical protein,No COG annotation,
ABUW_0860,lipB,,840080,840733,-,lipoate-protein ligase B,Coenzyme transport and metabolism,
ABUW_0861,ABUW_0861,,840917,841204,-,hypothetical protein,Function unknown,
ABUW_0862,rpoD,,841302,843188,-,RNA polymerase sigma factor sigma-70,Transcription,
ABUW_0863,ABUW_0863,,843547,843753,+,hypothetical protein,No COG annotation,
ABUW_0864,ABUW_0864,,843829,844353,+,YgfB/YecA family protein,Function unknown,
ABUW_0865,ABUW_0865,,844476,845408,-,rhodanese domain protein,Function unknown,
ABUW_0866,ABUW_0866,,845520,846005,+,hypothetical protein,Function unknown,
ABUW_0867,gltA,,846075,847349,-,citrate synthase I,Energy production and conversion,
ABUW_0868,sdhC,,848313,848705,+,succinate dehydrogenase%2C cytochrome b556 subunit,Energy production and conversion,
ABUW_0869,sdhD,,848705,849070,+,succinate dehydrogenase%2C hydrophobic membrane anchor protein,Energy production and conversion,
ABUW_0870,sdhA,,849083,850918,+,succinate dehydrogenase%2C flavoprotein subunit,Energy production and conversion,
ABUW_0871,sdhB,,850933,851643,+,succinate dehydrogenase iron-sulfur subunit,Energy production and conversion,
ABUW_0872,sucA,,852214,855054,+,2-oxoglutarate dehydrogenase%2C E1 component,Energy production and conversion,
ABUW_0873,sucB,,855054,856250,+,2-oxoglutarate dehydrogenase%2C E2 component%2C dihydrolipoamide succinyltransferase,Energy production and conversion,
ABUW_0874,lpdA1,,856313,857746,+,dihydrolipoamide dehydrogenase,Energy production and conversion,
ABUW_0875,sucC,,857894,859060,+,succinyl-CoA synthase%2C beta subunit,Nucleotide transport and metabolism,
ABUW_0876,sucD,,859075,859965,+,succinyl-CoA synthetase%2C alpha subunit,Energy production and conversion,
ABUW_0877,ABUW_0877,,860089,860283,+,hypothetical protein,No COG annotation,
ABUW_0878,ABUW_0878,,860346,860462,-,hypothetical protein,No COG annotation,
ABUW_0879,ABUW_0879,,860607,861338,+,hypothetical protein,No COG annotation,
ABUW_0880,ABUW_0880,,861644,861760,+,hypothetical protein,No COG annotation,
ABUW_0881,trpS,,862134,863147,-,tryptophanyl-tRNA synthetase,"Translation, ribosomal structure and biogenesis",
ABUW_0882,ABUW_0882,,863355,864278,+,hypothetical protein,Function unknown,
ABUW_0883,ABUW_0883,,864308,865207,+,metallopeptidase%2C zinc binding,Function unknown,
ABUW_0884,ABUW_0884,,865445,866947,+,putave Na+/H+ antiporter,Inorganic ion transport and metabolism,
ABUW_0885,ABUW_0885,,867406,881448,+,biofilm-associated protein,Cell motility,
ABUW_0886,ABUW_0886,,881595,883250,+,hypothetical protein,Function unknown,
ABUW_0887,ABUW_0887,,883247,884971,+,hypothetical protein,Cell wall/membrane/envelope biogenesis,
ABUW_0888,ABUW_0888,,884968,885684,-,metalloprotease,No COG annotation,
